Date,FinBERT_Sentiment
2021-11-18,-0.0309830425931266
2021-11-19,-0.0062750367577737
2021-11-20,-0.0296088813806459
2021-11-21,-0.0470595410300079
2021-11-22,-0.0138517657553161
2021-11-23,-0.0660114732235147
2021-11-24,-0.0397714084288214
2021-11-25,-0.0416503157361712
2021-11-26,-0.0652181586940723
2021-11-27,-0.0237823513437814
2021-11-28,-0.0227355328201415
2021-11-29,-0.0022853348538817
2021-11-30,-0.0321631163689425
2021-12-01,-0.042431979327666
2021-12-02,-0.0320066016092034
2021-12-03,-0.083617171307367
2021-12-04,-0.0573133552852465
2021-12-05,-0.0583291135193402
2021-12-06,-0.0632469801096317
2021-12-07,-0.0223524038270461
2021-12-08,-0.0205593621807544
2021-12-09,-0.0703680403403309
2021-12-10,-0.082335642033418
2021-12-11,-0.0318264693026754
2021-12-12,-0.0451751199056247
2021-12-13,-0.0786869851580889
2021-12-14,-0.0942386393581875
2021-12-15,-0.0695815416635636
2021-12-16,-0.0926610146087934
2021-12-17,-0.0616475528170974
2021-12-18,-0.0594548713061377
2021-12-19,-0.0530144808487626
2021-12-20,-0.0681940186001444
2021-12-21,-0.056047488993788
2021-12-22,0.0100741068272017
2021-12-23,-0.0115573737577602
2021-12-24,-0.0248723072676448
2021-12-25,-0.0202187259449674
2021-12-26,-0.0168575721010344
2021-12-27,-0.0192036361865564
2021-12-28,-0.0305023443709615
2021-12-29,-0.0428712284910646
2021-12-30,-0.0598518058265743
2021-12-31,-0.0177650082398265
2022-01-01,0.0222096239832135
2022-01-02,0.0112263491054485
2022-01-03,-0.0038614670781503
2022-01-04,-0.0150569680589851
2022-01-05,-0.0479871138565158
2022-01-06,-0.0283566115408218
2022-01-07,-0.0447577282913563
2022-01-08,-0.0294204730228667
2022-01-09,-0.0257238057051659
2022-01-10,-0.0256128769330645
2022-01-11,-0.015284212282684
2022-01-12,-0.0096851560424747
2022-01-13,-0.0702363503099357
2022-01-14,-0.0428973797494306
2022-01-15,-0.0188022813143091
2022-01-16,-0.0587727972937478
2022-01-17,-0.0437674608660815
2022-01-18,-0.0686632288072603
2022-01-19,-0.0606350827663076
2022-01-20,-0.065707530041005
2022-01-21,-0.0686134524078795
2022-01-22,-0.1099731014372123
2022-01-23,-0.0883383760621843
2022-01-24,-0.0774540060086318
2022-01-25,-0.0796072308880645
2022-01-26,-0.0512245416670351
2022-01-27,-0.0904536133579601
2022-01-28,-0.0756666891107953
2022-01-29,-0.0715052877056253
2022-01-30,-0.0583705005384981
2022-01-31,-0.0288596629187191
2022-02-01,-0.0310228506020109
2022-02-02,-0.0772264534315642
2022-02-03,-0.0497724670906617
2022-02-04,-0.0357192941878324
2022-02-05,-0.0380040651073341
2022-02-06,-0.0364795053289748
2022-02-07,-0.0203147350252436
2022-02-08,-0.0370084386050313
2022-02-09,-0.0484205737884621
2022-02-10,-0.0456029049001201
2022-02-11,-0.0577961805167805
2022-02-12,-0.0306401095105891
2022-02-13,-0.0506135075317461
2022-02-14,-0.0437532700576377
2022-02-15,-0.0195974891172669
2022-02-16,-0.0177284723011388
2022-02-17,-0.0865563927425478
2022-02-18,-0.0853344743384444
2022-02-19,-0.0441367356027037
2022-02-20,-0.0352783532406702
2022-02-21,-0.061160133417322
2022-02-22,-0.098862023372047
2022-02-23,-0.0918348323584481
2022-02-24,-0.0665449021245718
2022-02-25,-0.0544754799297411
2022-02-26,-0.0155941586806204
2022-02-27,-0.0538692829690124
2022-02-28,0.0165494518196786
2022-03-01,0.0023743648621884
2022-03-02,-0.0173406555565975
2022-03-03,-0.0616559625175799
2022-03-04,-0.0773698521232257
2022-03-05,-0.0318890650707639
2022-03-06,-0.0391785591040593
2022-03-07,-0.0522682666005566
2022-03-08,-0.0417559760583444
2022-03-09,-0.0379262418849741
2022-03-10,-0.0518296024618009
2022-03-11,-0.0682089602033999
2022-03-12,-0.1067414505828526
2022-03-13,-0.0315085684465203
2022-03-14,-0.0729072269390326
2022-03-15,-0.0580739739073771
2022-03-16,-0.0562041048412817
2022-03-17,-0.0131882356606838
2022-03-18,-0.0249814576021521
2022-03-19,2.2832836427915445e-07
2022-03-20,-0.0428462951288869
2022-03-21,-0.0232779100200096
2022-03-22,-0.0056496307561564
2022-03-23,-0.0096322426943392
2022-03-24,-0.0346970049332278
2022-03-25,-0.0331117816330719
2022-03-26,-0.0353992762237856
2022-03-27,-0.0412050113683927
2022-03-28,-0.0220081347339168
2022-03-29,-0.0113431306530849
2022-03-30,-0.0135730849324434
2022-03-31,-0.0444193854143358
2022-04-01,-0.0280637033483381
2022-04-02,-0.0419427399456703
2022-04-03,-0.0527609435132119
2022-04-04,-0.0260385027603325
2022-04-05,-0.0500582659436203
2022-04-06,-0.0346249549233253
2022-04-07,-0.0236530232564384
2022-04-08,-0.0339023601752303
2022-04-09,-0.0571595703713534
2022-04-10,-0.065360064966237
2022-04-11,-0.0623661956475098
2022-04-12,-0.0372414186234231
2022-04-13,-0.0344209380645358
2022-04-14,-0.0634195826821769
2022-04-15,-0.0771945343658444
2022-04-16,-0.0401441380269824
2022-04-17,-0.0508574285422259
2022-04-18,-0.0504153717544707
2022-04-19,-0.0348629953753943
2022-04-20,-0.0455488514082097
2022-04-21,-0.0308924763187998
2022-04-22,-0.0479027334598791
2022-04-23,-0.0855074018654074
2022-04-24,-0.0760314112186795
2022-04-25,-0.1092933525881889
2022-04-26,-0.1351719270618418
2022-04-27,-0.1631534109365772
2022-04-28,-0.1016161818092241
2022-04-29,-0.0635868454255214
2022-04-30,-0.0648062470387918
2022-05-01,-0.0882050439494131
2022-05-02,-0.0713243504934426
2022-05-03,-0.0290611408838959
2022-05-04,-0.0633399396826123
2022-05-05,-0.0568496538561666
2022-05-06,-0.0239708323207193
2022-05-07,-0.0758214203858787
2022-05-08,-0.0698997367097406
2022-05-09,-0.10102480856747
2022-05-10,-0.1069251161393229
2022-05-11,-0.0907635916151576
2022-05-12,-0.0875523517706065
2022-05-13,-0.1043545602210176
2022-05-14,-0.1156225741679073
2022-05-15,-0.0842790817922872
2022-05-16,-0.089311320340525
2022-05-17,-0.11870793886231
2022-05-18,-0.1219531209622634
2022-05-19,-0.1125255718305027
2022-05-20,-0.1167808090725117
2022-05-21,-0.1736484796262305
2022-05-22,-0.1291380557672649
2022-05-23,-0.1015608456517799
2022-05-24,-0.1488099362948918
2022-05-25,-0.090094640923961
2022-05-26,-0.0380331686667593
2022-05-27,-0.0432670205033674
2022-05-28,-0.0903483826538117
2022-05-29,-0.0564729967863176
2022-05-30,-0.0302794461246677
2022-05-31,-0.0449567447746139
2022-06-01,-0.0555967732208671
2022-06-02,-0.0741519302474833
2022-06-03,-0.1579262902904269
2022-06-04,-0.1879317207298037
2022-06-05,-0.1068119960656576
2022-06-06,-0.0995626159632094
2022-06-07,-0.1085768745794145
2022-06-08,-0.0396691663858718
2022-06-09,-0.032925496499372
2022-06-10,-0.044403362816924
2022-06-11,-0.0657938760078074
2022-06-12,-0.0789974745145827
2022-06-13,-0.0800518283850229
2022-06-14,-0.0591016272746001
2022-06-15,-0.0743884967193889
2022-06-16,-0.0628055329827085
2022-06-17,-0.0930628027898141
2022-06-18,-0.1195018865485283
2022-06-19,-0.0596588205057652
2022-06-20,-0.0845081898323432
2022-06-21,-0.0226223651061263
2022-06-22,-0.0428736711133415
2022-06-23,-0.0533617472453658
2022-06-24,-0.0844560482369232
2022-06-25,-0.1266075307503342
2022-06-26,-0.0808628400888784
2022-06-27,-0.0583161477783792
2022-06-28,-0.049318413813788
2022-06-29,-0.1057404843337039
2022-06-30,-0.0930609150797901
2022-07-01,-0.1120534063861687
2022-07-02,-0.0938045661352187
2022-07-03,-0.1103731352727293
2022-07-04,-0.0558607302799494
